,Year,Data,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,genres
567,2020,"{'adult': False, 'backdrop_path': '/jtAI6OJIWLWiRItNSZoWjrsUtmi.jpg', 'genre_ids': [10749, 18], 'id': 724089, 'original_language': 'en', 'original_title': ""Gabriel's Inferno: Part II"", 'overview': ""Professor Gabriel Emerson finally learns the truth about Julia Mitchell's identity, but his realization comes a moment too late. Julia is done waiting for the well-respected Dante specialist to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?"", 'popularity': 1.1054, 'poster_path': '/x5o8cLZfEXMoZczTYWLrUo1P7UJ.jpg', 'release_date': '2020-07-31', 'title': ""Gabriel's Inferno: Part II"", 'video': False, 'vote_average': 8.369, 'vote_count': 1534}",False,/jtAI6OJIWLWiRItNSZoWjrsUtmi.jpg,"[10749, 18]",724089,en,Gabriel's Inferno: Part II,"Professor Gabriel Emerson finally learns the truth about Julia Mitchell's identity, but his realization comes a moment too late. Julia is done waiting for the well-respected Dante specialist to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?",1.1054,/x5o8cLZfEXMoZczTYWLrUo1P7UJ.jpg,2020-07-31,Gabriel's Inferno: Part II,False,8.369,1534,"['Romance', 'Drama']"
568,2020,"{'adult': False, 'backdrop_path': '/miChhr7EXynB2R5JLvMcz2oBgi2.jpg', 'genre_ids': [16, 28, 12, 14], 'id': 618344, 'original_language': 'en', 'original_title': 'Justice League Dark: Apokolips War', 'overview': 'Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.', 'popularity': 2.9587, 'poster_path': '/c01Y4suApJ1Wic2xLmaq1QYcfoZ.jpg', 'release_date': '2020-05-05', 'title': 'Justice League Dark: Apokolips War', 'video': False, 'vote_average': 8.212, 'vote_count': 1522}",False,/miChhr7EXynB2R5JLvMcz2oBgi2.jpg,"[16, 28, 12, 14]",618344,en,Justice League Dark: Apokolips War,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",2.9587,/c01Y4suApJ1Wic2xLmaq1QYcfoZ.jpg,2020-05-05,Justice League Dark: Apokolips War,False,8.212,1522,"['Animation', 'Action', 'Adventure', 'Fantasy']"
569,2020,"{'adult': False, 'backdrop_path': '/en1XAePgWqNSXb82luUMmo5u3cF.jpg', 'genre_ids': [27, 14], 'id': 542224, 'original_language': 'en', 'original_title': 'Gretel & Hansel', 'overview': 'A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.', 'popularity': 11.5635, 'poster_path': '/mBBBXseq4k4dI63k06XIrsc02j8.jpg', 'release_date': '2020-01-30', 'title': 'Gretel & Hansel', 'video': False, 'vote_average': 6.0, 'vote_count': 1506}",False,/en1XAePgWqNSXb82luUMmo5u3cF.jpg,"[27, 14]",542224,en,Gretel & Hansel,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",11.5635,/mBBBXseq4k4dI63k06XIrsc02j8.jpg,2020-01-30,Gretel & Hansel,False,6.0,1506,"['Horror', 'Fantasy']"
570,2020,"{'adult': False, 'backdrop_path': '/jMO1icztaUUEUApdAQx0cZOt7b8.jpg', 'genre_ids': [35, 10402], 'id': 531454, 'original_language': 'en', 'original_title': 'Eurovision Song Contest: The Story of Fire Saga', 'overview': 'Two small-town singers chase their pop star dreams at a global music competition, where high stakes, scheming rivals and onstage mishaps test their bond.', 'popularity': 4.1838, 'poster_path': '/9zrbgYyFvwH8sy5mv9eT25xsAzL.jpg', 'release_date': '2020-06-26', 'title': 'Eurovision Song Contest: The Story of Fire Saga', 'video': False, 'vote_average': 6.421, 'vote_count': 1501}",False,/jMO1icztaUUEUApdAQx0cZOt7b8.jpg,"[35, 10402]",531454,en,Eurovision Song Contest: The Story of Fire Saga,"Two small-town singers chase their pop star dreams at a global music competition, where high stakes, scheming rivals and onstage mishaps test their bond.",4.1838,/9zrbgYyFvwH8sy5mv9eT25xsAzL.jpg,2020-06-26,Eurovision Song Contest: The Story of Fire Saga,False,6.421,1501,"['Comedy', 'Music']"
571,2020,"{'adult': False, 'backdrop_path': '/eHTZoXmB4vnDqANZXPZcdAiYQo5.jpg', 'genre_ids': [16, 18, 10749, 14], 'id': 667520, 'original_language': 'ja', 'original_title': '泣きたい私は猫をかぶる', 'overview': ""A peculiar girl transforms into a cat to catch her crush's attention. But before she realizes it, the line between human and animal starts to blur."", 'popularity': 5.5038, 'poster_path': '/6inkRM1XGBG5vRhclCPWfMenp7N.jpg', 'release_date': '2020-06-18', 'title': 'A Whisker Away', 'video': False, 'vote_average': 7.882, 'vote_count': 1449}",False,/eHTZoXmB4vnDqANZXPZcdAiYQo5.jpg,"[16, 18, 10749, 14]",667520,ja,泣きたい私は猫をかぶる,"A peculiar girl transforms into a cat to catch her crush's attention. But before she realizes it, the line between human and animal starts to blur.",5.5038,/6inkRM1XGBG5vRhclCPWfMenp7N.jpg,2020-06-18,A Whisker Away,False,7.882,1449,"['Animation', 'Drama', 'Romance', 'Fantasy']"
572,2020,"{'adult': False, 'backdrop_path': '/vw3zNfzvnVNF7nIjpiEgcdznfeC.jpg', 'genre_ids': [16, 28, 14], 'id': 664767, 'original_language': 'en', 'original_title': ""Mortal Kombat Legends: Scorpion's Revenge"", 'overview': 'After the vicious slaughter of his family by stone-cold mercenary Sub-Zero, Hanzo Hasashi is exiled to the torturous Netherrealm. There, in exchange for his servitude to the sinister Quan Chi, he’s given a chance to avenge his family – and is resurrected as Scorpion, a lost soul bent on revenge. Back on Earthrealm, Lord Raiden gathers a team of elite warriors – Shaolin monk Liu Kang, Special Forces officer Sonya Blade and action star Johnny Cage – an unlikely band of heroes with one chance to save humanity. To do this, they must defeat Shang Tsung’s horde of Outworld gladiators and reign over the Mortal Kombat tournament.', 'popularity': 4.2875, 'poster_path': '/iBvo3qOPcmhlqAaJcXcQHtx2qLk.jpg', 'release_date': '2020-04-12', 'title': ""Mortal Kombat Legends: Scorpion's Revenge"", 'video': False, 'vote_average': 8.091, 'vote_count': 1426}",False,/vw3zNfzvnVNF7nIjpiEgcdznfeC.jpg,"[16, 28, 14]",664767,en,Mortal Kombat Legends: Scorpion's Revenge,"After the vicious slaughter of his family by stone-cold mercenary Sub-Zero, Hanzo Hasashi is exiled to the torturous Netherrealm. There, in exchange for his servitude to the sinister Quan Chi, he’s given a chance to avenge his family – and is resurrected as Scorpion, a lost soul bent on revenge. Back on Earthrealm, Lord Raiden gathers a team of elite warriors – Shaolin monk Liu Kang, Special Forces officer Sonya Blade and action star Johnny Cage – an unlikely band of heroes with one chance to save humanity. To do this, they must defeat Shang Tsung’s horde of Outworld gladiators and reign over the Mortal Kombat tournament.",4.2875,/iBvo3qOPcmhlqAaJcXcQHtx2qLk.jpg,2020-04-12,Mortal Kombat Legends: Scorpion's Revenge,False,8.091,1426,"['Animation', 'Action', 'Fantasy']"
573,2020,"{'adult': False, 'backdrop_path': '/vwbmp3vvX4U0VjinaQktYOBt5kW.jpg', 'genre_ids': [18, 36, 53], 'id': 502425, 'original_language': 'en', 'original_title': 'Escape from Pretoria', 'overview': 'South Africa, 1978. Tim Jenkin and Stephen Lee, two white political activists from the African National Congress imprisoned by the apartheid regime, put a plan in motion to escape from the infamous Pretoria Prison.', 'popularity': 2.7549, 'poster_path': '/8GGS0jkFFCnmdStvZED6NL6V7gd.jpg', 'release_date': '2020-03-06', 'title': 'Escape from Pretoria', 'video': False, 'vote_average': 7.186, 'vote_count': 1419}",False,/vwbmp3vvX4U0VjinaQktYOBt5kW.jpg,"[18, 36, 53]",502425,en,Escape from Pretoria,"South Africa, 1978. Tim Jenkin and Stephen Lee, two white political activists from the African National Congress imprisoned by the apartheid regime, put a plan in motion to escape from the infamous Pretoria Prison.",2.7549,/8GGS0jkFFCnmdStvZED6NL6V7gd.jpg,2020-03-06,Escape from Pretoria,False,7.186,1419,"['Drama', 'History', 'Thriller']"
574,2020,"{'adult': False, 'backdrop_path': '/tAbDYp1b7zK2oOhJKcza63dUtOl.jpg', 'genre_ids': [35, 12], 'id': 636565, 'original_language': 'it', 'original_title': ""L'incredibile storia dell'Isola delle Rose"", 'overview': 'In 1968, engineer Giorgio Rosa established the independent state called ""The Isle of Roses"" off the coast of Rimini, built on a platform outside the territorial waters, with Esperanto as the official language. The Italian authorities did not take it well because the micronation was seen as an expedient to not pay taxes on the revenues obtained thanks to the arrival of numerous tourists and curious people.', 'popularity': 3.8178, 'poster_path': '/fbmYUDOo6tNq3A1VWhhxE6pjNEB.jpg', 'release_date': '2020-12-09', 'title': 'Rose Island', 'video': False, 'vote_average': 7.033, 'vote_count': 1369}",False,/tAbDYp1b7zK2oOhJKcza63dUtOl.jpg,"[35, 12]",636565,it,L'incredibile storia dell'Isola delle Rose,"In 1968, engineer Giorgio Rosa established the independent state called ""The Isle of Roses"" off the coast of Rimini, built on a platform outside the territorial waters, with Esperanto as the official language. The Italian authorities did not take it well because the micronation was seen as an expedient to not pay taxes on the revenues obtained thanks to the arrival of numerous tourists and curious people.",3.8178,/fbmYUDOo6tNq3A1VWhhxE6pjNEB.jpg,2020-12-09,Rose Island,False,7.033,1369,"['Comedy', 'Adventure']"
575,2020,"{'adult': False, 'backdrop_path': '/htBUhLSS7FfHtydgYxUWjL3J1Q1.jpg', 'genre_ids': [16, 12, 10751, 14], 'id': 560050, 'original_language': 'en', 'original_title': 'Over the Moon', 'overview': 'Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess.', 'popularity': 7.4503, 'poster_path': '/lG0TF0wj1n9p9CPy5xlIUIkF56a.jpg', 'release_date': '2020-10-16', 'title': 'Over the Moon', 'video': False, 'vote_average': 7.191, 'vote_count': 1351}",False,/htBUhLSS7FfHtydgYxUWjL3J1Q1.jpg,"[16, 12, 10751, 14]",560050,en,Over the Moon,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess.",7.4503,/lG0TF0wj1n9p9CPy5xlIUIkF56a.jpg,2020-10-16,Over the Moon,False,7.191,1351,"['Animation', 'Adventure', 'Family', 'Fantasy']"
576,2020,"{'adult': False, 'backdrop_path': None, 'genre_ids': [16], 'id': 836466, 'original_language': 'en', 'original_title': 'Return', 'overview': 'A single man has worked most of his life in a supermarket. One night, he unexpectedly meets with his father, and the two are faced with the question of the reasons for their separation.', 'popularity': 0.0801, 'poster_path': None, 'release_date': '2020-06-10', 'title': 'Return', 'video': False, 'vote_average': 6.4, 'vote_count': 1346}",False,,[16],836466,en,Return,"A single man has worked most of his life in a supermarket. One night, he unexpectedly meets with his father, and the two are faced with the question of the reasons for their separation.",0.0801,,2020-06-10,Return,False,6.4,1346,['Animation']
577,2020,"{'adult': False, 'backdrop_path': '/2hV2clTCW55dwTLCZcOvvidjjrV.jpg', 'genre_ids': [27, 18, 9648, 53], 'id': 474764, 'original_language': 'en', 'original_title': 'The Lodge', 'overview': ""When a father is forced to abruptly depart for work, he leaves his children, Aidan and Mia, at their holiday home in the care of his new girlfriend, Grace. Isolated and alone, a blizzard traps them inside the lodge as terrifying events summon specters from Grace's dark past."", 'popularity': 3.9447, 'poster_path': '/yake2myhbW7c6dKbmwYDy1i40bm.jpg', 'release_date': '2020-01-16', 'title': 'The Lodge', 'video': False, 'vote_average': 6.109, 'vote_count': 1342}",False,/2hV2clTCW55dwTLCZcOvvidjjrV.jpg,"[27, 18, 9648, 53]",474764,en,The Lodge,"When a father is forced to abruptly depart for work, he leaves his children, Aidan and Mia, at their holiday home in the care of his new girlfriend, Grace. Isolated and alone, a blizzard traps them inside the lodge as terrifying events summon specters from Grace's dark past.",3.9447,/yake2myhbW7c6dKbmwYDy1i40bm.jpg,2020-01-16,The Lodge,False,6.109,1342,"['Horror', 'Drama', 'Mystery', 'Thriller']"
578,2020,"{'adult': False, 'backdrop_path': '/jDb3VV38z6wOdKbGA9jn1bagnfC.jpg', 'genre_ids': [10751, 28, 35], 'id': 592834, 'original_language': 'en', 'original_title': 'My Spy', 'overview': 'A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family.', 'popularity': 11.7339, 'poster_path': '/n2C6jRK9PtPIs99RQhKtqGlsnsO.jpg', 'release_date': '2020-01-09', 'title': 'My Spy', 'video': False, 'vote_average': 6.871, 'vote_count': 1324}",False,/jDb3VV38z6wOdKbGA9jn1bagnfC.jpg,"[10751, 28, 35]",592834,en,My Spy,"A hardened CIA operative finds himself at the mercy of a precocious 9-year-old girl, having been sent undercover to surveil her family.",11.7339,/n2C6jRK9PtPIs99RQhKtqGlsnsO.jpg,2020-01-09,My Spy,False,6.871,1324,"['Family', 'Action', 'Comedy']"
579,2020,"{'adult': False, 'backdrop_path': '/3zTbERSBLh7waK9811RTKGAcG86.jpg', 'genre_ids': [16, 10751, 12, 14], 'id': 441130, 'original_language': 'en', 'original_title': 'Wolfwalkers', 'overview': 'In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.', 'popularity': 8.3493, 'poster_path': '/vqGiNbdc2sDwsnivMMYzwAoSSu6.jpg', 'release_date': '2020-10-26', 'title': 'Wolfwalkers', 'video': False, 'vote_average': 8.206, 'vote_count': 1304}",False,/3zTbERSBLh7waK9811RTKGAcG86.jpg,"[16, 10751, 12, 14]",441130,en,Wolfwalkers,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",8.3493,/vqGiNbdc2sDwsnivMMYzwAoSSu6.jpg,2020-10-26,Wolfwalkers,False,8.206,1304,"['Animation', 'Family', 'Adventure', 'Fantasy']"
580,2020,"{'adult': False, 'backdrop_path': '/iTLGqoHkiSqUts9nPIdYLPtOz8C.jpg', 'genre_ids': [18], 'id': 529485, 'original_language': 'en', 'original_title': 'The Way Back', 'overview': 'A former basketball all-star, who has lost his wife and family foundation in a struggle with addiction, attempts to regain his soul and salvation by becoming the coach of a disparate ethnically mixed high school basketball team at his alma mater.', 'popularity': 2.4811, 'poster_path': '/ylPnfaphW3FrLBUVwAREVtiL9My.jpg', 'release_date': '2020-03-05', 'title': 'The Way Back', 'video': False, 'vote_average': 6.643, 'vote_count': 1281}",False,/iTLGqoHkiSqUts9nPIdYLPtOz8C.jpg,[18],529485,en,The Way Back,"A former basketball all-star, who has lost his wife and family foundation in a struggle with addiction, attempts to regain his soul and salvation by becoming the coach of a disparate ethnically mixed high school basketball team at his alma mater.",2.4811,/ylPnfaphW3FrLBUVwAREVtiL9My.jpg,2020-03-05,The Way Back,False,6.643,1281,['Drama']
581,2020,"{'adult': False, 'backdrop_path': '/jeiVmutYPZyQRSYk7OvyWENGIrA.jpg', 'genre_ids': [27, 9648, 53], 'id': 555974, 'original_language': 'en', 'original_title': 'Brahms: The Boy II', 'overview': 'After a family moves into the Heelshire Mansion, their young son soon makes friends with a life-like doll called Brahms.', 'popularity': 2.8264, 'poster_path': '/swTC1DSZcvdxTOzmAKrtoUUPiDW.jpg', 'release_date': '2020-02-20', 'title': 'Brahms: The Boy II', 'video': False, 'vote_average': 5.882, 'vote_count': 1269}",False,/jeiVmutYPZyQRSYk7OvyWENGIrA.jpg,"[27, 9648, 53]",555974,en,Brahms: The Boy II,"After a family moves into the Heelshire Mansion, their young son soon makes friends with a life-like doll called Brahms.",2.8264,/swTC1DSZcvdxTOzmAKrtoUUPiDW.jpg,2020-02-20,Brahms: The Boy II,False,5.882,1269,"['Horror', 'Mystery', 'Thriller']"
582,2020,"{'adult': False, 'backdrop_path': '/jOWgFmD1H5t6nL7ChbmX8oDFUZl.jpg', 'genre_ids': [10749, 35], 'id': 520172, 'original_language': 'en', 'original_title': 'Happiest Season', 'overview': ""A young woman's plans to propose to her girlfriend while at her family's annual holiday party are upended when she discovers her partner hasn't yet come out to her conservative parents."", 'popularity': 5.0748, 'poster_path': '/vzec9kkOSE93tygyfOktedkeOQ.jpg', 'release_date': '2020-11-26', 'title': 'Happiest Season', 'video': False, 'vote_average': 7.128, 'vote_count': 1269}",False,/jOWgFmD1H5t6nL7ChbmX8oDFUZl.jpg,"[10749, 35]",520172,en,Happiest Season,A young woman's plans to propose to her girlfriend while at her family's annual holiday party are upended when she discovers her partner hasn't yet come out to her conservative parents.,5.0748,/vzec9kkOSE93tygyfOktedkeOQ.jpg,2020-11-26,Happiest Season,False,7.128,1269,"['Romance', 'Comedy']"
583,2020,"{'adult': False, 'backdrop_path': '/izNpxVcjKbF9BiYF4GVqxCOfewL.jpg', 'genre_ids': [18], 'id': 641662, 'original_language': 'en', 'original_title': 'Pieces of a Woman', 'overview': ""When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss."", 'popularity': 2.3757, 'poster_path': '/OgUfLlhfBFx5BPK6LzBWFvBW1w.jpg', 'release_date': '2020-12-30', 'title': 'Pieces of a Woman', 'video': False, 'vote_average': 7.0, 'vote_count': 1265}",False,/izNpxVcjKbF9BiYF4GVqxCOfewL.jpg,[18],641662,en,Pieces of a Woman,"When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.",2.3757,/OgUfLlhfBFx5BPK6LzBWFvBW1w.jpg,2020-12-30,Pieces of a Woman,False,7.0,1265,['Drama']
584,2020,"{'adult': False, 'backdrop_path': '/8TiYxxck4kfKwXAAdi6aZLeQd5L.jpg', 'genre_ids': [35, 18, 10751], 'id': 593402, 'original_language': 'it', 'original_title': 'Tolo Tolo', 'overview': 'Checco is a young Apulian entrepreneur dreamer who has opened a sushi restaurant in his Apulia. However, after one month, the restaurant went bankrupt and he chose to emigrate to Africa to escape from debt. Here he adapts to being a waiter in a resort in Kenya, but at the outbreak of a civil war he decides to embark on a stowaway trip on a boat for migrants to Europe and chooses to do it with his African friends. However, he would not like to return to Italy, but rather to go to Liechtenstein where banking secrecy is in force and there is a lower tax burden than in Italy.', 'popularity': 3.951, 'poster_path': '/CqUxog8F6aaK97RYh8YXhv3NDL.jpg', 'release_date': '2020-01-01', 'title': 'Tolo Tolo', 'video': False, 'vote_average': 6.117, 'vote_count': 1262}",False,/8TiYxxck4kfKwXAAdi6aZLeQd5L.jpg,"[35, 18, 10751]",593402,it,Tolo Tolo,"Checco is a young Apulian entrepreneur dreamer who has opened a sushi restaurant in his Apulia. However, after one month, the restaurant went bankrupt and he chose to emigrate to Africa to escape from debt. Here he adapts to being a waiter in a resort in Kenya, but at the outbreak of a civil war he decides to embark on a stowaway trip on a boat for migrants to Europe and chooses to do it with his African friends. However, he would not like to return to Italy, but rather to go to Liechtenstein where banking secrecy is in force and there is a lower tax burden than in Italy.",3.951,/CqUxog8F6aaK97RYh8YXhv3NDL.jpg,2020-01-01,Tolo Tolo,False,6.117,1262,"['Comedy', 'Drama', 'Family']"
585,2020,"{'adult': False, 'backdrop_path': '/3pIqd1hgZ2xqzWEyiYp4blqE9Fi.jpg', 'genre_ids': [53, 36, 18], 'id': 522241, 'original_language': 'en', 'original_title': 'The Courier', 'overview': 'Cold War spy Greville Wynne and his Russian source try to put an end to the Cuban Missile Crisis.', 'popularity': 5.1142, 'poster_path': '/zFIjKtZrzhmc7HecdFXXjsLR2Ig.jpg', 'release_date': '2020-01-24', 'title': 'The Courier', 'video': False, 'vote_average': 7.038, 'vote_count': 1241}",False,/3pIqd1hgZ2xqzWEyiYp4blqE9Fi.jpg,"[53, 36, 18]",522241,en,The Courier,Cold War spy Greville Wynne and his Russian source try to put an end to the Cuban Missile Crisis.,5.1142,/zFIjKtZrzhmc7HecdFXXjsLR2Ig.jpg,2020-01-24,The Courier,False,7.038,1241,"['Thriller', 'History', 'Drama']"
586,2020,"{'adult': False, 'backdrop_path': '/1xQtvgay8rDwSaZPwyhcecqV8UD.jpg', 'genre_ids': [35, 10749], 'id': 582596, 'original_language': 'en', 'original_title': 'The Wrong Missy', 'overview': ""A guy meets the woman of his dreams and invites her to his company's corporate retreat, but realizes he sent the invite to the wrong person."", 'popularity': 4.0957, 'poster_path': '/A2YlIrzypvhS3vTFMcDkG3xLvac.jpg', 'release_date': '2020-05-13', 'title': 'The Wrong Missy', 'video': False, 'vote_average': 6.144, 'vote_count': 1229}",False,/1xQtvgay8rDwSaZPwyhcecqV8UD.jpg,"[35, 10749]",582596,en,The Wrong Missy,"A guy meets the woman of his dreams and invites her to his company's corporate retreat, but realizes he sent the invite to the wrong person.",4.0957,/A2YlIrzypvhS3vTFMcDkG3xLvac.jpg,2020-05-13,The Wrong Missy,False,6.144,1229,"['Comedy', 'Romance']"
587,2020,"{'adult': False, 'backdrop_path': '/4mK222kB3vyrNjYl8eHliYacvJS.jpg', 'genre_ids': [18, 10402], 'id': 615667, 'original_language': 'en', 'original_title': ""Ma Rainey's Black Bottom"", 'overview': ""Tensions rise when the trailblazing Mother of the Blues and her band gather at a Chicago recording studio in 1927. Adapted from August Wilson's play."", 'popularity': 2.5052, 'poster_path': '/pvtyxijaBrCSbByXLcUIDDSvc40.jpg', 'release_date': '2020-11-25', 'title': ""Ma Rainey's Black Bottom"", 'video': False, 'vote_average': 6.65, 'vote_count': 1217}",False,/4mK222kB3vyrNjYl8eHliYacvJS.jpg,"[18, 10402]",615667,en,Ma Rainey's Black Bottom,Tensions rise when the trailblazing Mother of the Blues and her band gather at a Chicago recording studio in 1927. Adapted from August Wilson's play.,2.5052,/pvtyxijaBrCSbByXLcUIDDSvc40.jpg,2020-11-25,Ma Rainey's Black Bottom,False,6.65,1217,"['Drama', 'Music']"
588,2020,"{'adult': False, 'backdrop_path': '/sUQgwo4oCgNVbpIq7ZtIUhF5hOe.jpg', 'genre_ids': [10402, 18, 10749], 'id': 585244, 'original_language': 'en', 'original_title': 'I Still Believe', 'overview': 'The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.', 'popularity': 5.5679, 'poster_path': '/dqA2FCzz4OMmXLitKopzf476RVB.jpg', 'release_date': '2020-03-12', 'title': 'I Still Believe', 'video': False, 'vote_average': 7.6, 'vote_count': 1206}",False,/sUQgwo4oCgNVbpIq7ZtIUhF5hOe.jpg,"[10402, 18, 10749]",585244,en,I Still Believe,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,5.5679,/dqA2FCzz4OMmXLitKopzf476RVB.jpg,2020-03-12,I Still Believe,False,7.6,1206,"['Music', 'Drama', 'Romance']"
589,2020,"{'adult': False, 'backdrop_path': '/oAcV4179Kdpvb2xk9TtS8Ewrp8q.jpg', 'genre_ids': [35, 10402], 'id': 612706, 'original_language': 'en', 'original_title': 'Work It', 'overview': ""A brilliant but clumsy high school senior vows to get into her late father's alma mater by transforming herself and a misfit squad into dance champions."", 'popularity': 4.7081, 'poster_path': '/b5XfICAvUe8beWExBz97i0Qw4Qh.jpg', 'release_date': '2020-08-07', 'title': 'Work It', 'video': False, 'vote_average': 7.506, 'vote_count': 1198}",False,/oAcV4179Kdpvb2xk9TtS8Ewrp8q.jpg,"[35, 10402]",612706,en,Work It,A brilliant but clumsy high school senior vows to get into her late father's alma mater by transforming herself and a misfit squad into dance champions.,4.7081,/b5XfICAvUe8beWExBz97i0Qw4Qh.jpg,2020-08-07,Work It,False,7.506,1198,"['Comedy', 'Music']"
590,2020,"{'adult': False, 'backdrop_path': '/bNZB25TQxt0jEVgJOJ09tD2es7k.jpg', 'genre_ids': [18, 27], 'id': 575774, 'original_language': 'en', 'original_title': 'His House', 'overview': 'After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.', 'popularity': 4.0039, 'poster_path': '/mM1ELeOF4qmdIFbZh9VSBn685g.jpg', 'release_date': '2020-01-27', 'title': 'His House', 'video': False, 'vote_average': 6.414, 'vote_count': 1175}",False,/bNZB25TQxt0jEVgJOJ09tD2es7k.jpg,"[18, 27]",575774,en,His House,"After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.",4.0039,/mM1ELeOF4qmdIFbZh9VSBn685g.jpg,2020-01-27,His House,False,6.414,1175,"['Drama', 'Horror']"
591,2020,"{'adult': False, 'backdrop_path': '/fZBQOScjDT8TAipEyCkLVeDTu5c.jpg', 'genre_ids': [35, 10402, 18], 'id': 707886, 'original_language': 'en', 'original_title': 'Feel the Beat', 'overview': 'After failing to make it on Broadway, April returns to her hometown and reluctantly begins training a misfit group of young dancers for a competition.', 'popularity': 4.4625, 'poster_path': '/Af2jt7m9GLFpR4V11xOsFmT8OKD.jpg', 'release_date': '2020-06-19', 'title': 'Feel the Beat', 'video': False, 'vote_average': 7.57, 'vote_count': 1143}",False,/fZBQOScjDT8TAipEyCkLVeDTu5c.jpg,"[35, 10402, 18]",707886,en,Feel the Beat,"After failing to make it on Broadway, April returns to her hometown and reluctantly begins training a misfit group of young dancers for a competition.",4.4625,/Af2jt7m9GLFpR4V11xOsFmT8OKD.jpg,2020-06-19,Feel the Beat,False,7.57,1143,"['Comedy', 'Music', 'Drama']"
592,2020,"{'adult': False, 'backdrop_path': '/pGTXJcZQIgqzFZlWy6KxlamlTHK.jpg', 'genre_ids': [18, 10749], 'id': 621013, 'original_language': 'en', 'original_title': 'Chemical Hearts', 'overview': 'When a hopelessly romantic high school senior falls for a mysterious new classmate, it sets them both on an unexpected journey that teaches them about love, loss, and most importantly themselves.', 'popularity': 3.5784, 'poster_path': '/q1MNlZYqhoD4U7sd7pjxD6SUf4z.jpg', 'release_date': '2020-08-21', 'title': 'Chemical Hearts', 'video': False, 'vote_average': 7.32, 'vote_count': 1143}",False,/pGTXJcZQIgqzFZlWy6KxlamlTHK.jpg,"[18, 10749]",621013,en,Chemical Hearts,"When a hopelessly romantic high school senior falls for a mysterious new classmate, it sets them both on an unexpected journey that teaches them about love, loss, and most importantly themselves.",3.5784,/q1MNlZYqhoD4U7sd7pjxD6SUf4z.jpg,2020-08-21,Chemical Hearts,False,7.32,1143,"['Drama', 'Romance']"
593,2020,"{'adult': False, 'backdrop_path': '/rVkptIl9QkhpB5xM6BnUAHOJ43b.jpg', 'genre_ids': [10749, 18, 9648, 53], 'id': 505379, 'original_language': 'en', 'original_title': 'Rebecca', 'overview': ""After a whirlwind romance with a wealthy widower, a naïve bride moves to his family estate but can't escape the haunting shadow of his late wife."", 'popularity': 3.714, 'poster_path': '/kGhllBArW7ImDycSMIG5bj6GEPL.jpg', 'release_date': '2020-10-16', 'title': 'Rebecca', 'video': False, 'vote_average': 6.3, 'vote_count': 1135}",False,/rVkptIl9QkhpB5xM6BnUAHOJ43b.jpg,"[10749, 18, 9648, 53]",505379,en,Rebecca,"After a whirlwind romance with a wealthy widower, a naïve bride moves to his family estate but can't escape the haunting shadow of his late wife.",3.714,/kGhllBArW7ImDycSMIG5bj6GEPL.jpg,2020-10-16,Rebecca,False,6.3,1135,"['Romance', 'Drama', 'Mystery', 'Thriller']"
